txid	TxPath	TxGroup	KEGG_KO	ReadCount
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02357	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02358	35
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02372	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02379	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02392	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02394	32
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02400	10
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02401	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02409	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02412	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02420	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02427	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02429	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02469	22
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02470	28
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02478	5
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02483	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02495	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02500	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02501	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02517	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02519	34
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02523	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02527	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02528	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02529	14
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02533	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02535	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02536	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02557	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02563	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02564	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02598	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02600	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02601	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02621	48
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02622	54
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02687	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02745	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02746	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02768	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02769	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02770	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02775	28
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02777	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02782	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02783	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02790	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02791	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02794	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02795	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02798	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02799	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02800	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02818	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02819	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02821	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02822	26
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02834	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02835	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02836	40
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02837	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02838	14
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02843	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02856	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02858	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02860	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02863	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02864	2
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02867	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02871	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02874	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02876	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02878	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02879	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02881	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02886	26
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02890	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02899	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02902	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02906	10
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02907	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02909	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02914	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02926	2
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02931	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02933	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02935	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02945	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02946	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02948	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02967	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02982	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02986	9
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K02992	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03040	36
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03043	40
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03046	28
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03070	28
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03072	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03075	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03077	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03086	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03089	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03092	24
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03100	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03106	68
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03110	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03116	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03151	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03168	18
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03169	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03177	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03179	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03182	28
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03183	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03216	5
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03217	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03271	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03272	24
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03274	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03281	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03284	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03292	26
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03296	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03298	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03299	22
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03306	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03312	20
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03321	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03386	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03402	24
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03424	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03425	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03426	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03431	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03435	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03438	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03439	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03466	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03470	6
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03475	26
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03476	32
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03488	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03495	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03498	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03502	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03515	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03524	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03526	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03527	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03535	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03544	14
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03550	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03551	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03553	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03555	26
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03557	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03559	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03564	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03568	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03569	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03572	20
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03573	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03574	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03575	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03578	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03590	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03593	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03595	16
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03596	44
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03601	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03621	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03628	14
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03631	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03632	36
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03633	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03637	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03639	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03641	12
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03644	10
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03648	8
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03650	10
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03655	4
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03656	14
1236	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[phylum] Proteobacteria;[class] Gammaproteobacteria;	Bacteria	K03657	14
